calories,total_fat,saturated_fat,cholesterol,sodium,choline,folate,folic_acid,niacin,pantothenic_acid,riboflavin,thiamin,vitamin_a,vitamin_a_rae,carotene_alpha,carotene_beta,cryptoxanthin_beta,lutein_zeaxanthin,vitamin_b12,vitamin_b6,vitamin_c,vitamin_d,vitamin_e,vitamin_k,calcium,copper,irom,magnesium,manganese,phosphorous,potassium,selenium,zink,protein,alanine,arginine,aspartic_acid,cystine,glutamic_acid,glycine,histidine,hydroxyproline,isoleucine,leucine,lysine,methionine,phenylalanine,proline,serine,threonine,tryptophan,tyrosine,valine,carbohydrate,fiber,sugars,fructose,galactose,glucose,lactose,maltose,sucrose,fat,saturated_fatty_acids,monounsaturated_fatty_acids,polyunsaturated_fatty_acids,alcohol,ash,caffeine,theobromine,water
106,0.4,0.1,0.0,58.0,37.6,32.0,0.0,1.187,0.191,0.067,0.092,223.0,11.0,0.0,134.0,0.0,0.0,0.0,0.136,19.3,0.0,0.72,5.3,24.0,0.062,1.51,38.0,0.345,74.0,478.0,1.7,0.49,6.4,0.243,0.428,0.687,0.078,0.824,0.256,0.217,0.0,0.412,0.503,0.423,0.063,0.315,0.095,0.399,0.271,0.084,0.206,0.399,19.83,5.5,1.39,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.081,0.021,0.172,0.0,1.37,0.0,0.0,72.05
408,6.5,0.0,0.0,614.0,0.0,645.0,0.0,16.1,0.0,1.39,1.2,1613.0,0.0,0.0,0.0,0.0,0.0,4.8,1.61,19.4,129.0,0.0,0.0,323.0,0.0,29.0,26.0,0.0,129.0,162.0,0.0,12.1,4.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.8,2.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,6.45,0.0,4.59,1.5,0.0,3.29,0.0,0.0,2.2
139,0.4,0.1,0.0,6.0,35.1,81.0,0.0,0.14,0.229,0.046,0.118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.093,0.0,0.0,0.94,3.5,90.0,0.287,3.7,63.0,0.636,113.0,561.0,1.3,1.38,9.73,0.408,0.602,1.176,0.106,1.483,0.38,0.271,0.0,0.429,0.776,0.668,0.146,0.526,0.412,0.529,0.409,0.115,0.274,0.509,25.09,6.3,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.091,0.031,0.152,0.0,1.75,0.0,0.0,63.08
40,1.6,0.4,4.0,706.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,48.0,0.0,0.0,2.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.76,0.0,0.79,0.0,0.0,0.0,0.0,0.0,0.0,1.59,0.397,0.397,0.794,0.0,3.27,0.0,0.0,88.0
492,21.0,13.0,14.0,61.0,21.7,8.0,0.0,0.27,0.33,0.213,0.079,187.0,56.0,0.0,0.0,0.0,0.0,0.53,0.025,0.5,0.0,0.36,4.0,105.0,0.344,1.11,44.0,0.329,146.0,261.0,3.3,1.61,4.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.19,2.8,63.68,0.0,0.0,0.0,0.0,0.0,0.0,21.13,13.08,5.183,0.921,0.0,1.63,14.0,143.0,1.7
330,11.0,3.3,0.0,780.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,28.0,0.0,1.93,0.0,0.0,0.0,0.0,0.0,0.0,4.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.42,1.4,21.34,0.0,0.0,0.0,0.0,0.0,0.0,11.27,3.25,0.0,0.0,0.0,3.08,0.0,0.0,27.86
232,17.0,4.9,87.0,47.0,0.0,27.0,0.0,7.074,1.101,0.183,0.065,905.0,272.0,0.0,0.0,0.0,0.0,1.01,0.36,2.6,0.0,0.0,0.0,11.0,0.063,1.41,21.0,0.028,181.0,213.0,12.2,1.32,18.51,1.079,1.172,1.67,0.248,2.733,1.189,0.545,0.0,0.934,1.369,1.514,0.495,0.733,0.902,0.666,0.776,0.209,0.603,0.913,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.9,4.89,7.16,3.6,0.0,0.94,0.0,0.0,63.66
109,1.6,0.4,61.0,89.0,78.7,10.0,0.0,2.897,0.404,0.226,0.027,16.0,5.0,0.0,0.0,0.0,0.0,1.59,0.241,0.0,183.0,0.44,0.0,17.0,0.041,0.36,33.0,0.013,248.0,467.0,76.2,0.43,22.23,1.322,1.516,2.325,0.239,3.545,1.037,0.502,0.0,1.06,1.835,2.188,0.707,0.935,0.843,0.923,1.014,0.296,0.798,1.106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.62,0.42,0.466,0.485,0.0,1.59,0.0,0.0,74.67
258,19.0,5.1,89.0,95.0,0.0,4.0,0.0,4.26,1.95,0.66,0.18,559.0,0.0,0.0,0.0,0.0,0.0,4.83,0.23,2.2,0.0,0.0,0.0,16.0,0.19,4.55,20.0,0.06,170.0,228.0,0.0,3.83,21.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.6,5.1,8.7,3.6,0.0,3.6,0.0,0.0,55.2
368,3.1,0.8,2.0,1082.0,18.2,0.0,0.0,4.368,0.63,0.267,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.171,0.0,0.0,0.0,0.0,344.0,0.126,3.6,28.0,0.685,600.0,191.0,21.6,0.72,9.77,0.434,0.427,0.611,0.186,2.571,0.332,0.245,0.0,0.419,0.863,0.407,0.204,0.494,0.978,0.516,0.36,0.114,0.352,0.501,73.65,2.9,16.03,0.0,0.0,2.69,0.86,2.49,10.0,3.1,0.822,1.271,0.928,0.0,4.44,0.0,0.0,9.05
159,10.0,4.0,223.0,75.0,194.8,3.0,0.0,2.48,1.22,0.201,0.051,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.034,0.0,0.0,0.04,0.0,11.0,0.169,1.01,11.0,0.038,130.0,140.0,31.1,1.85,16.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.14,4.025,3.59,0.892,0.0,0.63,0.0,0.0,73.5
113,3.0,1.8,12.0,112.0,0.0,4.0,0.0,0.075,0.282,0.145,0.031,113.0,29.0,0.0,16.0,0.0,0.0,0.26,0.034,0.7,36.0,0.0,0.0,111.0,0.011,0.06,12.0,0.005,84.0,160.0,5.2,0.35,2.95,0.101,0.107,0.224,0.027,0.618,0.063,0.08,0.0,0.178,0.289,0.234,0.074,0.143,0.286,0.161,0.134,0.041,0.143,0.197,18.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.8,0.821,0.111,0.0,0.74,0.0,0.0,74.63
121,0.9,0.1,0.0,527.0,4.0,5.0,0.0,0.0,0.067,0.02,0.0,90.0,5.0,10.0,38.0,22.0,222.0,0.0,0.01,6.0,0.0,0.16,61.6,23.0,0.092,1.4,21.0,0.085,22.0,200.0,2.0,0.23,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.64,1.5,23.88,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.149,0.17,0.397,0.0,2.06,0.0,0.0,68.9
157,8.5,2.7,62.0,437.0,0.0,6.0,0.0,2.409,0.812,0.255,0.083,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.23,0.0,0.0,0.0,0.0,8.0,0.139,1.51,17.0,0.015,171.0,241.0,27.9,4.12,18.8,1.183,1.317,1.811,0.205,3.019,1.057,0.571,0.0,0.954,1.471,1.727,0.532,0.737,0.838,0.83,0.824,0.21,0.722,0.984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.54,2.65,2.53,2.35,0.0,2.06,0.0,0.0,70.6
370,1.5,0.2,0.0,7.0,23.1,121.0,87.0,4.2,0.518,0.2,0.5,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.108,0.0,0.0,0.11,0.5,606.0,0.206,28.6,27.0,0.0,115.0,120.0,20.0,0.88,10.5,0.367,0.455,0.495,0.237,3.903,0.406,0.242,0.0,0.461,0.796,0.271,0.196,0.568,1.285,0.593,0.33,0.145,0.334,0.51,76.5,3.8,0.2,0.0,0.0,0.0,0.0,0.0,0.2,1.5,0.238,0.205,0.829,0.0,0.6,0.0,0.0,10.9
34,0.1,0.0,0.0,239.0,0.0,11.0,0.0,0.531,0.303,0.008,0.1,258.0,13.0,0.0,0.0,0.0,0.0,0.0,0.117,6.5,0.0,0.0,0.0,26.0,0.052,0.56,26.0,0.146,27.0,263.0,0.4,0.11,0.67,0.028,0.037,0.072,0.006,0.118,0.025,0.013,0.0,0.026,0.038,0.025,0.008,0.026,0.024,0.026,0.02,0.01,0.023,0.029,8.79,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.017,0.006,0.035,0.0,0.76,0.0,0.0,89.7
380,5.1,1.0,0.0,556.0,17.4,741.0,722.0,18.5,0.0,1.6,1.39,1852.0,533.0,27.0,41.0,0.0,617.0,5.59,1.85,55.6,148.0,0.59,1.8,370.0,0.245,16.7,59.0,0.0,222.0,282.0,13.2,13.89,5.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.5,6.2,34.09,0.0,0.0,0.0,0.0,0.0,0.0,5.09,1.0,1.6,2.2,0.0,3.4,1.0,47.0,2.2
81,4.8,1.2,4.0,645.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.06,2.4,3.23,0.0,0.0,0.0,0.0,0.0,0.0,4.84,1.21,1.21,2.419,0.0,4.09,0.0,0.0,82.2
257,16.0,2.9,0.0,1338.0,28.9,22.0,0.0,3.2,0.31,0.127,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,2.23,1.0,22.0,0.123,0.91,45.0,0.484,107.0,235.0,3.4,0.78,6.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.02,1.8,17.07,2.13,0.0,2.53,0.0,0.0,12.4,16.02,2.907,6.986,4.786,0.0,4.25,0.0,0.0,51.4
503,24.0,15.0,1.0,348.0,6.7,71.0,33.0,2.1,0.0,0.19,0.34,1.0,0.0,0.0,0.0,0.0,7.0,0.03,0.026,0.0,1.0,1.81,6.6,19.0,0.365,2.44,13.0,0.0,74.0,234.0,9.0,0.2,4.1,0.15,0.185,0.264,0.069,1.009,0.155,0.079,0.0,0.145,0.259,0.137,0.058,0.193,0.333,0.185,0.13,0.053,0.131,0.192,68.83,1.9,33.8,0.0,0.0,0.0,0.0,0.0,0.0,23.5,14.8,2.7,5.1,0.0,1.57,7.0,237.0,2.0
396,4.2,1.2,0.0,633.0,0.0,667.0,648.0,16.67,0.0,1.41,1.25,1667.0,83.0,0.0,0.0,0.0,0.0,5.0,1.66,20.0,133.0,0.5,0.0,33.0,0.12,30.0,11.0,0.0,75.0,109.0,8.0,12.5,4.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.55,1.8,41.66,0.0,0.0,0.0,0.0,0.0,0.0,4.17,1.214,1.274,0.996,0.0,2.59,0.0,0.0,2.5
111,3.7,1.0,9.0,243.0,0.0,4.0,0.0,0.3,0.0,0.02,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,49.0,0.0,0.8,10.0,0.0,31.0,114.0,0.0,0.2,4.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.9,2.3,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7,1.0,1.0,0.9,0.0,0.0,0.0,0.0,73.9
50,0.8,0.1,0.0,215.0,6.6,16.0,1.0,0.64,0.0,0.04,0.06,665.0,33.0,99.0,349.0,0.0,90.0,0.0,0.06,5.7,0.0,0.7,5.8,20.0,0.083,0.72,13.0,0.0,34.0,186.0,2.1,0.32,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2.4,2.13,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.14,0.28,0.25,0.0,1.26,0.0,0.0,87.3
107,0.1,0.0,0.0,1.0,0.0,0.0,0.0,0.419,0.069,0.036,0.022,36.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,26.0,0.103,0.28,10.0,0.083,10.0,97.0,0.0,0.11,0.38,0.023,0.009,0.088,0.006,0.036,0.013,0.005,0.0,0.011,0.016,0.015,0.003,0.009,0.025,0.019,0.012,0.003,0.016,0.014,27.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.02,0.022,0.047,0.0,0.28,0.0,0.0,71.39
148,0.3,0.1,0.0,7.0,20.0,77.0,0.0,1.093,0.732,0.175,0.275,264.0,13.0,19.0,53.0,191.0,333.0,0.0,0.26,144.8,0.0,0.6,0.4,38.0,0.059,0.33,35.0,0.116,61.0,629.0,0.4,0.16,2.4,0.069,0.309,0.437,0.013,0.146,0.043,0.02,0.0,0.03,0.053,0.062,0.01,0.043,0.376,0.079,0.04,0.009,0.023,0.046,35.19,1.0,29.68,7.55,0.0,6.58,0.0,0.0,15.55,0.25,0.059,0.05,0.063,0.0,1.6,0.0,0.0,60.57
132,0.5,0.1,0.0,1.0,32.6,149.0,0.0,0.505,0.242,0.059,0.244,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.069,0.0,0.0,0.87,3.3,27.0,0.209,2.1,70.0,0.444,140.0,355.0,1.2,1.12,8.86,0.372,0.549,1.072,0.096,1.351,0.346,0.247,0.0,0.391,0.708,0.608,0.133,0.479,0.376,0.482,0.373,0.105,0.25,0.464,23.71,8.7,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.54,0.139,0.047,0.231,0.0,1.15,0.0,0.0,65.74
457,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.2,0.0,0.69,0.0,0.0,0.0,0.0,0.69,0.0,16.11,0.0,0.0,0.0,0.0,2.82,0.0,0.0,3.17
112,0.0,0.0,1.0,135.0,15.2,12.0,0.0,0.223,0.0,0.215,0.047,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.047,0.0,47.0,0.0,0.0,88.0,0.209,0.42,40.0,0.0,166.0,339.0,7.0,1.13,3.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.53,1.2,14.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.37,2.0,23.0,71.57
209,13.0,2.4,67.0,870.0,98.9,3.0,0.0,8.61,0.822,0.201,0.043,41.0,12.0,0.0,0.0,0.0,0.0,3.65,0.378,0.0,46.0,0.42,0.0,55.0,0.148,0.55,29.0,0.037,270.0,390.0,30.5,0.77,23.19,1.476,1.363,2.205,0.199,3.048,1.23,0.549,0.0,0.909,1.656,1.902,0.625,0.899,1.079,0.909,1.022,0.256,0.757,1.117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.95,2.44,5.86,2.09,0.0,3.21,0.0,0.0,61.52
239,5.9,3.3,4.0,191.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,142.0,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.75,4.3,21.82,0.0,0.0,0.0,0.0,0.0,0.0,5.85,3.25,0.0,0.0,0.0,0.85,0.0,0.0,46.65
153,5.7,3.6,16.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,262.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,121.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,3.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.63,0.8,5.49,0.0,0.0,0.0,0.0,0.0,0.0,5.68,3.57,0.0,0.0,0.0,0.76,0.0,0.0,64.4
367,2.9,1.4,0.0,452.0,18.2,438.0,419.0,21.9,0.696,1.86,1.64,2344.0,702.0,0.0,2.0,0.0,82.0,6.6,2.19,66.0,133.0,0.0,1.2,27.0,0.313,25.3,51.0,2.469,157.0,188.0,29.5,1.2,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.3,8.1,32.1,0.0,0.0,0.0,0.0,0.0,0.0,2.9,1.4,0.1,0.3,0.0,1.7,0.0,0.0,3.0
229,9.0,2.2,0.0,305.0,39.6,0.0,0.0,0.867,0.303,0.03,0.077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.172,0.0,0.0,0.36,7.4,51.0,0.141,1.46,54.0,0.344,144.0,305.0,7.0,0.94,5.59,0.29,0.293,0.543,0.077,0.969,0.209,0.164,0.0,0.219,0.525,0.293,0.1,0.29,0.3,0.309,0.212,0.055,0.138,0.258,31.49,5.8,1.3,0.22,0.0,0.0,0.0,0.32,0.76,9.01,2.188,2.986,2.907,0.0,1.74,0.0,0.0,52.16
119,3.1,1.1,46.0,413.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,0.0,0.0,0.0,7.0,0.1,1.0,22.0,0.0,0.0,536.0,0.0,1.5,18.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.63,0.0,3.33,0.0,0.0,0.0,0.0,0.0,0.0,3.07,1.05,1.26,0.6,0.0,2.2,0.0,0.0,71.9
143,0.7,0.1,0.0,1.0,35.3,172.0,0.0,0.318,0.21,0.062,0.193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.229,0.8,0.0,0.94,3.5,46.0,0.219,2.09,50.0,0.453,147.0,436.0,6.2,0.98,9.01,0.409,0.494,1.128,0.084,1.447,0.365,0.247,0.0,0.426,0.765,0.63,0.117,0.531,0.515,0.565,0.331,0.108,0.213,0.519,26.22,9.0,0.34,0.0,0.0,0.0,0.0,0.0,0.34,0.65,0.136,0.133,0.235,0.0,1.17,0.0,0.0,62.95
429,16.0,1.2,0.0,293.0,46.7,45.0,1.0,1.158,0.389,0.289,0.115,8.0,2.0,0.0,1.0,1.0,38.0,0.0,0.063,0.0,0.0,7.14,2.7,0.0,0.506,3.39,107.0,0.779,271.0,415.0,9.1,1.6,18.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.26,11.4,17.14,0.0,0.0,0.0,0.0,0.0,0.0,15.71,1.213,9.486,4.181,0.0,3.11,0.0,0.0,9.34
884,100.0,88.0,0.0,6.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.81,24.7,2.0,0.0,0.15,0.0,0.0,0.0,1.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,88.209,5.705,0.0,0.0,0.01,0.0,0.0,0.08
364,8.0,1.4,0.0,5.0,0.0,38.0,0.0,0.8,0.85,0.3,0.97,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,79.0,0.3,8.07,241.0,5.7,694.0,579.0,0.0,4.2,17.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.94,14.3,1.43,0.0,0.0,0.0,0.0,0.0,0.0,7.97,1.43,2.61,3.03,0.0,3.14,0.0,0.0,8.9
77,2.3,0.8,4.0,369.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,385.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,15.0,0.0,0.83,0.0,0.0,0.0,277.0,0.0,0.0,3.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.3,7.69,0.0,0.0,0.0,0.0,0.0,0.0,2.31,0.769,0.0,0.0,0.0,2.82,0.0,0.0,82.0
457,24.0,6.1,0.0,336.0,0.0,67.0,62.0,2.16,0.362,0.165,0.248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027,0.0,0.0,0.0,0.0,12.0,0.08,0.89,32.0,0.43,87.0,107.0,4.4,0.55,5.3,0.196,0.461,0.488,0.087,1.329,0.262,0.126,0.0,0.2,0.36,0.201,0.069,0.268,0.368,0.274,0.174,0.063,0.194,0.234,57.7,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.4,6.149,13.844,3.181,0.0,1.1,0.0,0.0,11.5
494,25.0,6.1,3.0,900.0,0.0,106.0,0.0,3.5,0.0,0.26,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.0,0.0,3.2,11.0,0.0,175.0,281.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,1.3,13.5,0.0,0.0,0.0,0.0,0.0,0.0,24.9,6.1,5.4,12.1,0.0,0.0,0.0,0.0,2.0
479,21.0,4.1,0.0,584.0,0.0,107.0,0.0,3.5,0.0,0.26,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,11.0,0.0,116.0,65.0,0.0,0.0,7.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.2,2.0,17.3,0.0,0.0,0.0,0.0,0.0,0.0,20.8,4.1,5.8,9.2,0.0,0.0,0.0,0.0,2.7
484,21.0,6.7,8.0,919.0,0.0,141.0,0.0,5.0,0.0,0.37,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3,18.0,0.0,77.0,122.0,0.0,0.0,10.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.7,2.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,21.3,6.7,5.2,7.7,0.0,0.0,0.0,0.0,2.9
41,0.4,0.0,4.0,322.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,408.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,2.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.94,0.4,1.22,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.0,0.0,0.0,0.0,1.5,0.0,0.0,88.7
147,5.8,0.8,0.0,13.0,0.0,10.0,0.0,0.83,0.156,0.129,0.295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047,0.0,0.0,0.0,0.0,142.0,0.773,4.33,54.0,1.199,153.0,280.0,2.9,1.44,10.62,0.318,0.576,0.973,0.166,1.224,0.348,0.241,0.0,0.448,0.762,0.652,0.109,0.436,0.588,0.377,0.36,0.233,0.445,0.467,14.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.84,0.825,2.153,1.551,0.0,1.43,0.0,0.0,67.19
464,19.0,5.6,0.0,388.0,19.2,61.0,58.0,2.603,0.271,0.238,0.197,2.0,1.0,0.0,0.0,0.0,4.0,0.0,0.023,0.0,0.0,2.47,27.4,21.0,0.334,12.14,47.0,0.7,93.0,234.0,5.2,0.74,5.21,0.18,0.14,0.29,0.09,1.46,0.19,0.09,0.0,0.17,0.32,0.05,0.08,0.23,0.45,0.22,0.15,0.09,0.1,0.23,71.0,2.9,40.67,0.7,0.0,0.92,0.0,0.0,39.03,19.14,5.649,9.278,3.561,0.0,1.54,5.0,184.0,3.11
53,0.0,0.0,0.0,4.0,0.0,5.0,0.0,0.715,0.005,0.01,0.005,167.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.5,0.0,0.0,0.0,1.0,0.01,0.09,0.0,0.02,0.0,6.0,0.1,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.05,0.0,0.0,86.4
132,0.1,0.0,0.0,16.0,0.0,17.0,0.0,2.22,0.594,0.075,0.071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.492,15.3,0.0,0.0,0.0,46.0,0.882,5.94,37.0,0.98,82.0,650.0,0.5,0.51,4.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.63,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.026,0.002,0.043,0.0,2.38,0.0,0.0,63.5
